"","ID","PREMIUM","TIV","BLDG_LIMIT","DED","POSTALCODE","CITY","DISTRICT","COUNTYCODE","COUNTY","STATECODE","STATE","CRESTA","SUBCRESTA","COUNTRY","LATITUDE","LONGITUDE","ADDRMATCH","NUMBLDGS","BLDGSCHEME","BLDGCLASS","OCCSCHEME","OCCTYPE","NUMSTORIES","YEARBUILT","ELEVATION","DISTCOAST","WINDPOOL","NFIP_RATE","NFIPYEAR","ROOFSYS","ROOFGEOM","ROOFANCH","ROOFAGE","CLADSYS","FRAMEBOLT","CLADDING","EQSLINS","LANDSLIDE","LANDCOV","LIQUEFACT","LIQUECOV","SOILTYPE","SOILCOV","SOILPERIOD","SOILTHICKNESS","dis_min","wind_min","wind_speed","Loss"
"2424","B125578",549,3085661,72272,0,"11550","HEMPSTEAD","","059","NASSAU COUNTY","NY","NEW YORK","","35620","US",40.70865,-73.61763,2,"1","RMS","4C","ATC",5,1,"9999","54.2039985656738","5.16146996968396","0","0.100000001490116","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",377.685000633691,74.815,35,-549
"2426","B125592",471,3027178,61996,0,"29650","GREER","","045","GREENVILLE COUNTY","SC","SOUTH CAROLINA","","24860","US",34.94814,-82.228,2,"1","RMS","4C","ATC",5,1,"9999","947.530029296875","197.324569702148","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",210.91668898624,74.815,35,-471
"2428","A1256047",650,136790,85494,500,"30296","RIVERDALE","","063","CLAYTON COUNTY","GA","GEORGIA","","","US",33.577806,-84.431357,2,"1","RMS","2","ATC",1,1,"1978","902.239990234375","226.837692260742","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",253.350853900998,103.59,35,-1150
"2429","A1256052",500,109826,65764,1000,"26047","NEW CUMBERLAND","","029","HANCOCK COUNTY","WV","WEST VIRGINIA","","48260","US",40.49945,-80.61049,2,"1","RMS","1","ATC",1,1,"1973","-999","235.04606628418","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",482.131255658242,74.815,35,-1500
"2430","B125640",1654,2830969,217516,0,"06851","NORWALK","","001","FAIRFIELD COUNTY","CT","CONNECTICUT","","","US",41.121066,-73.404691,2,"1","RMS","4C","ATC",5,1,"9999","93.322998046875","1.56090878421202","0","0.100000001490116","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",403.086160291762,74.815,35,-1654
"2431","A1256518",1250,404122,164411,1000,"45219","CINCINNATI","","061","HAMILTON COUNTY","OH","OHIO","","","US",39.133482,-84.504586,2,"1","RMS","2","ATC",1,1,"1914","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",508.851888060202,74.815,35,-2250
"2432","A1256590",2325,297518,305804,1000,"27407","GREENSBORO","","081","GUILFORD COUNTY","NC","NORTH CAROLINA","","","US",36.018684,-79.902592,2,"1","RMS","2","ATC",1,1,"1987","881.650024414063","170.074111938477","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",181.358025129379,74.815,35,-3325
"2434","A1256658",1400,320404,184140,2500,"64156","KANSAS CITY","","047","CLAY COUNTY","MO","MISSOURI","","","US",39.25347,-94.539844,2,"1","RMS","1","ATC",1,1,"2010","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",933.830165703405,103.59,35,-3900
"2435","F125666",3496,2754635,459794,0,"20110","MANASSAS","","683","MANASSAS CITY","VA","VIRGINIA","","","US",38.752862,-77.478277,5,"1","RMS","4C","ATC",5,1,"9999","259.3258995","36.2957599815","0","0.1","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",297.294688268606,74.815,35,-3496
"2436","B125668",484,2758135,63706,0,"02852","NORTH KINGSTOWN","","009","WASHINGTON COUNTY","RI","RHODE ISLAND","","39300","US",41.56653,-71.46465,2,"1","RMS","4C","ATC",5,1,"9999","76.0759963989258","1.08483493125901","0","0.100000001490116","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",427.615686027403,74.815,35,-484
"2437","A1256680",3080,875034,405108,1000,"07628","DUMONT","","003","BERGEN COUNTY","NJ","NEW JERSEY","","","US",40.944627,-74.003845,2,"1","RMS","1","ATC",1,1,"1925","48.7960014343262","10.6206703186035","0","0.100000001490116","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",397.788471458915,74.815,35,-4080
"2438","A1256727",420,143629,55242,1000,"41071","NEWPORT","","037","CAMPBELL COUNTY","KY","KENTUCKY","","","US",39.082455,-84.492163,2,"1","RMS","2","ATC",1,1,"1935","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",505.904535083322,74.815,35,-1420
"2440","B125687",1819,2638607,239253,0,"02452","WALTHAM","","017","MIDDLESEX COUNTY","MA","MASSACHUSETTS","","14460","US",42.37928,-71.23565,2,"1","RMS","4C","ATC",5,1,"9999","45.9317588806152","10.156120300293","0","0.100000001490116","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",484.60970998789,74.815,35,-1819
"2441","A1256883",350,106801,46035,1000,"72206","LITTLE ROCK","","119","PULASKI COUNTY","AR","ARKANSAS","","","US",34.724134,-92.28581,2,"1","RMS","1","ATC",1,1,"1930","0","0","0","0","9999","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",706.142374117455,103.59,35,-1350
"2443","B125700",266,2607376,34984,0,"30101","ACWORTH","","067","COBB COUNTY","GA","GEORGIA","","","US",34.037028,-84.679932,2,"1","RMS","4C","ATC",5,1,"9999","996.489990234375","252.301452636719","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",280.426779606263,103.59,35,-266
"2444","A1257002",1690,286654,222283,1000,"27006","ADVANCE","","059","DAVIE COUNTY","NC","NORTH CAROLINA","","","US",36.013927,-80.438783,2,"1","RMS","1","ATC",1,1,"2003","821.739990234375","183.672256469727","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",198.974933848386,74.815,35,-2690
"2445","A1257034",250,18940,11838,500,"28792","HENDERSONVILLE","","089","HENDERSON COUNTY","NC","NORTH CAROLINA","","","US",35.390594,-82.31713,2,"1","RMS","1","ATC",1,1,"1971","2214.69995117188","222.938003540039","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",234.969098454084,74.815,35,-750
"2446","A1257105",3300,543871,434045,5000,"31401","SAVANNAH","","051","CHATHAM COUNTY","GA","GEORGIA","","","US",32.068937,-81.099998,2,"1","RMS","1","ATC",1,1,"1900","42.0810012817383","10.6228399276733","1","0.100000001490116","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",35.5119169393796,103.59,35,-8300
"2447","A1257107",789,273830,103724,10000,"60617","CHICAGO","","031","COOK COUNTY","IL","ILLINOIS","","","US",41.748566,-87.552037,2,"1","RMS","1","ATC",1,1,"1900","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750.05494379326,74.815,35,-10789
"2449","F125723",1058,2431668,139134,0,"20005","WASHINGTON","","001","DISTRICT OF COLUMBIA","DC","DISTRICT OF COLUMBIA","","47900","US",38.90418,-77.03193,4,"1","RMS","4C","ATC",5,1,"9999","71.379997253418","26.2717609405518","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",296.913418938135,74.815,35,-1058
"2450","B125727",472,2375763,62054,0,"29607","GREENVILLE","","045","GREENVILLE COUNTY","SC","SOUTH CAROLINA","","24860","US",34.85074,-82.35934,2,"1","RMS","4C","ATC",5,1,"9999","980.030029296875","194.099868774414","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",212.719738081403,74.815,35,-472
"2451","A1257275",1440,236752,189401,500,"20874","GERMANTOWN","","031","MONTGOMERY COUNTY","MD","MARYLAND","","","US",39.165101,-77.25283,2,"1","RMS","3","ATC",1,1,"1988","375.769989013672","39.7680587768555","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",318.108993060682,74.815,35,-1940
"2452","A1257361",2650,515855,348551,1000,"02895","WOONSOCKET","","007","PROVIDENCE COUNTY","RI","RHODE ISLAND","","","US",41.999589,-71.512611,2,"1","RMS","1","ATC",1,1,"1900","236.589996337891","20.718090057373","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",457.351118945082,74.815,35,-3650
"2453","F125737",587,2301453,77163,0,"11763","MEDFORD","","103","SUFFOLK COUNTY","NY","NEW YORK","","","US",40.825634,-72.99505,2,"1","RMS","4C","ATC",5,1,"9999","89.1740036010742","5.23759959297903","0","0.100000001490116","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",379.254692170614,74.815,35,-587
"2454","B125740",386,2253516,50775,0,"24073","CHRISTIANSBURG","","121","MONTGOMERY COUNTY","VA","VIRGINIA","","","US",37.130275,-80.415381,5,"1","RMS","4C","ATC",5,1,"9999","2091.146889","202.476053718","0","0.1","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",262.029639760635,74.815,35,-386
"2455","A1257604",400,99962,52611,1000,"72687","YELLVILLE","","089","MARION COUNTY","AR","ARKANSAS",""," ","US",36.24001,-92.69033,2,"1","RMS","1","ATC",1,1,"1970","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",756.603578205323,103.59,35,-1400
"2456","F125762",250,1455645,26168,0,"30106","AUSTELL","","067","COBB COUNTY","GA","GEORGIA","","","US",33.856339,-84.599753,2,"1","RMS","4C","ATC",5,1,"9999","1000.27001953125","241.160369873047","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",270.475522045131,103.59,35,-250
"2459","F134254",46700,15918283,6142332,0,"30144","KENNESAW","","067","COBB COUNTY","GA","GEORGIA","","","US",34.008436,-84.579248,2,"3","RMS","4C","ATC",5,2,"2000","1013.26000976563","247.191253662109","0","0","1975","4","2","5","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",274.421075854801,103.59,35,-46700
"2460","F134256",1096,144191,144191,0,"30144","KENNESAW","","067","COBB COUNTY","GA","GEORGIA","","12060","US",34.00874,-84.57792,2,"1","RMS","4C","ATC",5,1,"2000","1013.26000976563","247.191253662109","0","0","1975","4","2","5","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",274.364949162494,103.59,35,-1096
"2461","B134261",814,107035,107035,0,"29223","COLUMBIA","","079","RICHLAND COUNTY","SC","SOUTH CAROLINA","","","US",34.055252,-80.978008,2,"1","RMS","4C","ATC",5,1,"2004","214.889999389648","103.35375213623","0","0","1975","4","2","5","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",116.67222436227,74.815,35,-814
"2462","A1342623",972,213367,127805,1000,"79930","EL PASO","","141","EL PASO COUNTY","TX","TEXAS","","","US",31.790742,-106.467836,2,"1","RMS","1","ATC",1,1,"1934","3782.55004882813","599.909240722656","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1521.70799180112,103.59,35,-1972
"2464","B134272",40082,11612620,5271878,0,"08234","EGG HARBOR TOWNSHIP","","001","ATLANTIC COUNTY","NJ","NEW JERSEY","","12100","US",39.392552,-74.559832,1,"1","RMS","4C","ATC",5,1,"9999","34.3889999389648","2.14119103799279","1","0.100000001490116","1975","4","2","5","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",293.894146216783,74.815,35,-40082
"2466","A1342916",800,253055,105223,1000,"76164","FORT WORTH","","439","TARRANT COUNTY","TX","TEXAS","","","US",32.78586,-97.356971,2,"1","RMS","1","ATC",1,1,"1926","607.830017089844","245.51220703125","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",985.240372565633,103.59,35,-1800
"2467","D1343",2500,506385,328822,1250,"773364682","HUFFMAN","","201","HARRIS COUNTY","TX","TEXAS","","","US",30.089928,-95.145732,2,"1","RMS","1","ATC",1,1,"2004","82.6310037374496","20.7150497436523","0","0.100000001490116","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",863.722860537483,109.345,35,-3750
"2469","A1343070",1159,235534,152435,1159,"75040","GARLAND","","113","DALLAS COUNTY","TX","TEXAS","","","US",32.928375,-96.618715,2,"1","RMS","1","ATC",1,1,"1956","574.119995117188","237.946426391602","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",942.179193856814,103.59,35,-2318
"2470","F134326",22257,2927385,2927385,0,"76011","ARLINGTON","","439","TARRANT COUNTY","TX","TEXAS","","","US",32.766505,-97.095914,2,"1","RMS","4C","ATC",5,1,"9999","552.349975585938","236.207153320313","0","0","1975","4","2","5","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",970.09117255314,103.59,35,-22257
"2472","B134331",2159,283974,283974,0,"76011","ARLINGTON","","439","TARRANT COUNTY","TX","TEXAS","","","US",32.766505,-97.095914,2,"1","RMS","4","ATC",5,1,"9999","552.349975585938","236.207153320313","0","0","1975","4","2","5","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",970.09117255314,103.59,35,-2159
"2474","B134335",7378,12785277,970461,0,"79407","LUBBOCK","","303","LUBBOCK COUNTY","TX","TEXAS","","","US",33.579049,-101.946249,2,"1","RMS","4C","ATC",5,1,"1988","3270.94995117188","457.850036621094","0","0","1975","4","2","5","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1249.89302702186,103.59,35,-7378
"2475","B134341",28176,11930770,3705923,0,"79407","LUBBOCK","","303","LUBBOCK COUNTY","TX","TEXAS","","","US",33.578752,-101.949205,2,"1","RMS","4C","ATC",5,1,"2002","3270.94995117188","457.850036621094","0","0","1975","4","2","5","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1250.0637163294,103.59,35,-28176
"2476","B134342",14119,14881208,1856990,0,"75087","ROCKWALL","","397","ROCKWALL COUNTY","TX","TEXAS","","","US",32.908059,-96.45362,2,"1","RMS","4C","ATC",5,1,"1995","531.690002441406","233.549331665039","0","0","1975","4","2","5","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",932.602643228979,103.59,35,-14119
"2477","B134344",18441,6848868,2425454,0,"78745","AUSTIN","","453","TRAVIS COUNTY","TX","TEXAS","","12420","US",30.2029,-97.76131,2,"1","RMS","4","ATC",5,1,"1988","573.200012207031","125.106826782227","0","0","1975","4","2","5","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1019.21137815299,109.345,35,-18441
"2478","B134352",20393,2682284,2682284,0,"78626","GEORGETOWN","","491","WILLIAMSON COUNTY","TX","TEXAS","","12420","US",30.5808777,-97.6910644,1,"1","RMS","4C","ATC",5,1,"2010","737.669982910156","140.289276123047","0","0","1975","0","2","5","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1013.39682955559,109.345,35,-20393
"2479","F13436",30875,1886741,1624379,0,"07701","RED BANK","","025","MONMOUTH COUNTY","NJ","NEW JERSEY","","35620","US",40.34591,-74.05999,2,"1","RMS","0","NAICS",611310,2,"1960","56.4650001525879","4.61325947882964","1","0.100000001490116","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",356.565234289765,74.815,35,-30875
"2481","A1343654",1072,252932,140970,1072,"75051","GRAND PRAIRIE","","113","DALLAS COUNTY","TX","TEXAS","","","US",32.735346,-97.035033,2,"1","RMS","1","ATC",1,1,"1946","552.349975585938","236.207153320313","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",966.602663359714,103.59,35,-2144
"2484","F134369",55603,14682175,7313407,0,"03110","BEDFORD","","011","HILLSBOROUGH COUNTY","NH","NEW HAMPSHIRE","","31700","US",42.95621,-71.48205,2,"1","RMS","4C","ATC",5,1,"2012","196.850006103516","34.0236206054688","0","0","1975","0","2","5","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",523.514427590444,74.815,35,-55603
"2485","A1343718",2639,394382,347112,2639,"75116","DUNCANVILLE","","113","DALLAS COUNTY","TX","TEXAS","","","US",32.65,-96.913505,2,"1","RMS","1","ATC",1,1,"1964","688.469970703125","227.322845458984","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",959.694282766501,103.59,35,-5278
"2487","F134400",8759,6235783,1152110,0.02,"77074","HOUSTON","","201","HARRIS COUNTY","TX","TEXAS","","","US",29.664518,-95.551807,2,"1","RMS","4C","ATC",5,1,"2003","75.7200012207031","30.331600189209","0","0","1975","4","2","5","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",890.614660794439,109.345,35,-8759.02
"2488","B134406",13525,6867071,1778891,0.02,"77065","JERSEY VILLAGE","","201","HARRIS COUNTY","TX","TEXAS","","26420","US",29.901235,-95.597791,1,"1","RMS","4C","ATC",5,2,"1988","120.930000305176","31.741870880127","0","0","1975","4","2","5","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",891.770979253704,109.345,35,-13525.02
"2489","B134409",37288,20794316,4904496,0.02,"77074","HOUSTON","","201","HARRIS COUNTY","TX","TEXAS","","","US",29.718563,-95.494968,2,"4","RMS","4","ATC",5,2,"2005","67.2799987792969","23.8487892150879","0","0","1975","4","2","5","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",886.82819362965,109.345,35,-37288.02
"2494","F134431",750,164411,98646,25000,"32539","CRESTVIEW","","091","OKALOOSA COUNTY","FL","FLORIDA","","18880","US",30.76848,-86.51268,1,"1","RMS","1A1","ATC",8,1,"9999","182.619995117188","17.4539794921875","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",348.746975101944,109.345,35,-25750
"2495","B134432",1500,217022,197293,25000,"32579","SHALIMAR","","091","OKALOOSA COUNTY","FL","FLORIDA","","18880","US",30.443197,-86.578934,1,"1","RMS","1A1","ATC",8,1,"9999","14.125","0.324151846643904","0","0.100000001490116","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",351.460931035925,109.345,35,-26500
"2496","A1344418",1669,265416,219461,5006,"78634","HUTTO","","491","WILLIAMSON COUNTY","TX","TEXAS","","","US",30.549636,-97.552965,2,"1","RMS","1","ATC",1,1,"2004","665.580017089844","137.806854248047","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1005.28892819029,109.345,35,-6675
"2497","F134451",729,135348,95890,0,"03904","KITTERY","","031","YORK COUNTY","ME","MAINE","","","US",43.044917,-70.442393,1,"1","RMS","1A1","ATC",8,1,"9999","32.16347188","6.21371212121212E-06","0","0.1","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",535.436266821333,74.815,35,-729
"2498","A1344536",1129,232894,148480,1129,"78216","SAN ANTONIO","","029","BEXAR COUNTY","TX","TEXAS","","","US",29.508778,-98.479768,2,"1","RMS","1","ATC",1,1,"1958","799.030029296875","122.569793701172","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1066.85106197006,109.345,35,-2258
"2499","B13446",815,65158,42880,0,"08081","SICKLERVILLE","","007","CAMDEN COUNTY","NJ","NEW JERSEY","","","US",39.731105,-74.982692,2,"1","RMS","0","NAICS",611310,1,"1989","156.710006713867","28.5451793670654","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",321.291457838725,74.815,35,-815
"2500","A1344608",250,117296,32882,1000,"79549","SNYDER","","415","SCURRY COUNTY","TX","TEXAS","","43660","US",32.72092,-100.90032,2,"1","RMS","1","ATC",1,1,"1952","2361.85009765625","377.896057128906","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1191.41895126726,103.59,35,-1250
"2501","A1344642",1275,255873,167678,1275,"75074","PLANO","","085","COLLIN COUNTY","TX","TEXAS","","","US",33.03059,-96.688013,2,"1","RMS","1","ATC",1,1,"1970","613.090026855469","244.278961181641","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",946.167111564274,103.59,35,-2550
"2504","A1344869",750,185050,98646,1000,"78249","SAN ANTONIO","","029","BEXAR COUNTY","TX","TEXAS","","","US",29.555681,-98.625866,2,"1","RMS","1","ATC",1,1,"1981","937.22998046875","130.499374389648","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1075.19048654243,109.345,35,-1750
"2505","F134491",354,14575951,46585,0,"01085","WESTFIELD","","013","HAMPDEN COUNTY","MA","MASSACHUSETTS","","44140","US",42.13107,-72.73935,2,"1","RMS","2B3","ATC",37,1,"1990","129.300003051758","57.7913284301758","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",467.391456968409,74.815,35,-354
"2508","B134500",250,409354,20935,0,"12534","HUDSON","","021","COLUMBIA COUNTY","NY","NEW YORK","","","US",42.271744,-73.758932,2,"1","RMS","2B3","ATC",8,1,"1990","165.970001220703","78.6394424438477","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",484.749849225828,74.815,35,-250
"2509","B134506",1352,621906,177810,0,"13045","CORTLAND","","023","CORTLAND COUNTY","NY","NEW YORK","","18660","US",42.57866,-76.21467,2,"1","RMS","2B3","ATC",8,1,"1990","1189.84997558594","170.14599609375","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",528.080051517026,74.815,35,-1352
"2510","A1345062",800,201402,105223,1000,"75142","KAUFMAN","","257","KAUFMAN COUNTY","TX","TEXAS","","19100","US",32.59231,-96.30717,2,"1","RMS","1","ATC",1,1,"1945","430.619995117188","205.754089355469","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",924.498838601105,103.59,35,-1800
"2511","A1345063",1580,294269,207865,1580,"75028","FLOWER MOUND","","121","DENTON COUNTY","TX","TEXAS","","","US",33.051438,-97.049739,2,"1","RMS","1","ATC",1,1,"1987","573.010009765625","254.265869140625","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",967.142559297948,103.59,35,-3160
"2513","A1345147",1309,260362,172167,1309,"75180","BALCH SPRINGS","","113","DALLAS COUNTY","TX","TEXAS","","","US",32.711249,-96.6156,2,"1","RMS","1","ATC",1,1,"1971","493.179992675781","225.380783081055","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",942.237852668299,103.59,35,-2618
"2514","F134516",11160,1884816,1467827,0,"15061","MONACA","","007","BEAVER COUNTY","PA","PENNSYLVANIA","","38300","US",40.6709,-80.3104,2,"1","RMS","2B3","ATC",8,1,"1990","961.609985351563","225.711486816406","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",489.328027774648,74.815,35,-11160
"2516","F134522",482,502716,63409,0,"19095","WYNCOTE","","091","MONTGOMERY COUNTY","PA","PENNSYLVANIA","","37980","US",40.08193,-75.17122,2,"1","RMS","2B3","ATC",8,1,"1962","392.059997558594","31.7346305847168","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",347.226668570892,74.815,35,-482
"2517","F134531",6000,1170984,789172,0,"15767","PUNXSUTAWNEY","","065","JEFFERSON COUNTY","PA","PENNSYLVANIA",""," ","US",40.92844,-78.98315,2,"1","RMS","2B3","ATC",8,1,"1990","1308.72998046875","175.511306762695","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",467.71433630576,74.815,35,-6000
"2518","B134535",11330,1915644,1490220,0,"16125","GREENVILLE","","085","MERCER COUNTY","PA","PENNSYLVANIA","","49660","US",41.4122,-80.3621,2,"1","RMS","2","ATC",8,1,"1990","1052.96997070313","253.895111083984","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",533.547737787097,74.815,35,-11330
"2520","B134539",250,383265,1240,0,"18505","SCRANTON","","069","LACKAWANNA COUNTY","PA","PENNSYLVANIA","","","US",41.404543,-75.668466,2,"1","RMS","2B3","ATC",8,1,"1990","922.669982910156","97.1821670532227","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",442.332116409689,74.815,35,-250
"2521","B134552",2467,694178,324468,0,"18336","MATAMORAS","","103","PIKE COUNTY","PA","PENNSYLVANIA","","35620","US",41.35352,-74.72311,2,"1","RMS","2B3","ATC",8,1,"1993","439.25","57.3421401977539","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",429.335524239298,74.815,35,-2467
"2522","B134554",1458,652038,191787,0,"19067","MORRISVILLE","","017","BUCKS COUNTY","PA","PENNSYLVANIA","","37980","US",40.21578,-74.78395,2,"1","RMS","2B3","ATC",8,1,"1951","77.7710037231445","31.7249202728271","0","0.100000001490116","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",352.045667961847,74.815,35,-1458
