"","ID","PREMIUM","TIV","BLDG_LIMIT","DED","POSTALCODE","CITY","DISTRICT","COUNTYCODE","COUNTY","STATECODE","STATE","CRESTA","SUBCRESTA","COUNTRY","LATITUDE","LONGITUDE","ADDRMATCH","NUMBLDGS","BLDGSCHEME","BLDGCLASS","OCCSCHEME","OCCTYPE","NUMSTORIES","YEARBUILT","ELEVATION","DISTCOAST","WINDPOOL","NFIP_RATE","NFIPYEAR","ROOFSYS","ROOFGEOM","ROOFANCH","ROOFAGE","CLADSYS","FRAMEBOLT","CLADDING","EQSLINS","LANDSLIDE","LANDCOV","LIQUEFACT","LIQUECOV","SOILTYPE","SOILCOV","SOILPERIOD","SOILTHICKNESS","dis_min","wind_min","wind_speed","Loss"
"489","F114626",19980,7883828,2627943,0,"29223","COLUMBIA","","079","RICHLAND COUNTY","SC","SOUTH CAROLINA","","17900","US",34.06551,-80.95697,2,"1","FIRE","5","ATC",0,1,"9999","214.889999389648","103.35375213623","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",116.173198543404,74.815,35,-19980
"490","A1146282",1500,340002,197293,1000,"27360","THOMASVILLE","","151","RANDOLPH COUNTY","NC","NORTH CAROLINA","","24660","US",35.86788,-80.04762,2,"1","RMS","2","ATC",1,1,"1967","862.330017089844","160.362823486328","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",177.408926056881,74.815,35,-2500
"492","F114634",20000,7891720,2630573,0,"14870","PAINTED POST","","101","STEUBEN COUNTY","NY","NEW YORK","","18500","US",42.18693,-77.15471,4,"1","FIRE","4","ATC",0,1,"9999","969.47998046875","187.099761962891","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",516.217338761333,74.815,35,-20000
"494","F114645",20000,7891720,2630573,0,"71373","VIDALIA","","029","CONCORDIA PARISH","LA","LOUISIANA","","35020","US",31.57093,-91.44174,2,"1","FIRE","6","ATC",0,1,"9999","58.792652130127","120.564453125","0","0.400000005960464","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",643.887804040173,103.59,35,-20000
"496","B114647",20000,7891720,2630573,0,"39120","NATCHEZ","","001","ADAMS COUNTY","MS","MISSISSIPPI","","35020","US",31.52923,-91.38733,2,"1","FIRE","1","ATC",0,1,"9999","171.130004882813","121.812698364258","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",640.9793611737,103.59,35,-20000
"498","A1146575",400,97331,52611,1000,"38732","CLEVELAND","","011","BOLIVAR COUNTY","MS","MISSISSIPPI","","","US",33.736354,-90.721854,2,"1","RMS","1","ATC",1,1,"1974","131.229995727539","247.018859863281","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",605.743790317958,103.59,35,-1400
"499","A1146657",850,200318,111799,1000,"38116","MEMPHIS","","157","SHELBY COUNTY","TN","TENNESSEE","","","US",35.044795,-90.01658,2,"1","RMS","1","ATC",1,1,"1960","0","0","0","0","9999","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",587.611230571054,103.59,35,-1850
"500","F114668",20000,7891720,2630573,0,"08057","MOORESTOWN","","005","BURLINGTON COUNTY","NJ","NEW JERSEY","","37980","US",39.95791,-74.97957,2,"1","FIRE","4","ATC",0,1,"9999","27.8460006713867","34.4146194458008","0","0.100000001490116","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",336.560303040137,74.815,35,-20000
"502","A1146761",1875,263057,246616,1000,"45742","LITTLE HOCKING","","167","WASHINGTON COUNTY","OH","OHIO","","","US",39.261277,-81.697763,2,"1","RMS","1","ATC",1,1,"1956","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",424.847893800719,74.815,35,-2875
"504","A1146874",600,181510,78917,1000,"21230","BALTIMORE","","510","BALTIMORE CITY","MD","MARYLAND","","","US",39.262381,-76.653358,2,"1","RMS","2","ATC",1,1,"1948","76.1399993896484","7.29024355744352","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",313.739516303924,74.815,35,-1600
"507","F114700",10000,4603503,1315287,0,"28722","COLUMBUS","","149","POLK COUNTY","NC","NORTH CAROLINA","","","US",35.262412,-82.164692,5,"1","FIRE","5","ATC",0,1,"9999","989.6530557","211.682473768","0","0.1","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",222.61975740203,74.815,35,-10000
"508","A1147033",2000,359073,263057,1000,"28710","BAT CAVE","","089","HENDERSON COUNTY","NC","NORTH CAROLINA","","","US",35.451883,-82.286908,5,"1","RMS","3","ATC",1,1,"2005","1191.804292","226.233262696","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",236.720563367967,74.815,35,-3000
"510","B114706",250,3946,1315,0,"28043","FOREST CITY","","161","RUTHERFORD COUNTY","NC","NORTH CAROLINA","","","US",35.320243,-81.858391,2,"1","FIRE","0","ATC",0,1,"9999","967.929992675781","203.518157958984","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",213.4700100423,74.815,35,-250
"511","A1147075",600,151258,78917,1000,"23924","CHASE CITY","","117","MECKLENBURG COUNTY","VA","VIRGINIA","","","US",36.803617,-78.458306,5,"1","RMS","1","ATC",1,1,"1951","504.8302872","100.646210988","0","0.1","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",208.317762343245,74.815,35,-1600
"512","F114709",10000,4603503,1315287,0,"04412","BREWER","","019","PENOBSCOT COUNTY","ME","MAINE","","12620","US",44.78051,-68.74355,2,"1","FIRE","4","ATC",0,1,"9999","134.190002441406","18.0233097076416","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",671.335990393247,74.815,35,-10000
"513","A1147095",900,291336,118376,1000,"44839","HURON","","043","ERIE COUNTY","OH","OHIO","","","US",41.390784,-82.559718,2,"1","RMS","1","ATC",1,1,"1900","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",576.784965700888,74.815,35,-1900
"514","B114710",10000,4603503,1315287,0,"04401","BANGOR","","019","PENOBSCOT COUNTY","ME","MAINE","","12620","US",44.81745,-68.81078,2,"1","FIRE","3","ATC",0,1,"9999","151.149993896484","20.6288509368896","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",672.899307115151,74.815,35,-10000
"517","F114726",10000,4603503,1315287,0,"28315","ABERDEEN","","125","MOORE COUNTY","NC","NORTH CAROLINA","","38240","US",35.155,-79.42262,4,"1","FIRE","6","ATC",0,1,"9999","468.220001220703","101.96166229248","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",116.833376559782,74.815,35,-10000
"518","B114733",20000,7891720,2630573,0,"11378","MASPETH","","081","QUEENS COUNTY","NY","NEW YORK","","35620","US",40.72669,-73.90751,4,"1","FIRE","4","ATC",0,1,"9999","-999","2.78409004211426","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",382.533947290567,74.815,35,-20000
"520","B114735",20000,7891720,2630573,0,"07102","NEWARK","","013","ESSEX COUNTY","NJ","NEW JERSEY","","35620","US",40.72654,-74.17323,2,"1","FIRE","2","ATC",0,1,"9999","18.6800003051758","5.55498755898","0","0.100000001490116","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",383.224865255975,74.815,35,-20000
"525","A1147451",1308,187878,171974,2500,"70806","BATON ROUGE","","033","EAST BATON ROUGE PARISH","LA","LOUISIANA","","","US",30.442325,-91.168123,2,"1","RMS","1","ATC",1,1,"1950","53.6189994812012","53.5017585754395","0","0.200000002980232","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",625.174639248639,109.345,35,-3808
"526","F114747",20000,7891720,2630573,0,"17340","LITTLESTOWN","","001","ADAMS COUNTY","PA","PENNSYLVANIA","","","US",39.74966,-77.093896,2,"1","FIRE","6","ATC",0,1,"9999","622.989990234375","45.5364608764648","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",352.974958767473,74.815,35,-20000
"527","B114755",10000,4603503,1315287,0,"01085","WESTFIELD","","013","HAMPDEN COUNTY","MA","MASSACHUSETTS","","","US",42.134238,-72.741698,2,"1","FIRE","3","ATC",0,1,"9999","185.460006713867","57.7913284301758","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",467.620542564657,74.815,35,-10000
"529","A1147645",2363,345723,310736,500,"46237","INDIANAPOLIS","","097","MARION COUNTY","IN","INDIANA","","","US",39.716432,-86.106134,2,"1","RMS","1","ATC",1,1,"1955","0","0","0","0","9999","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",595.870527733275,74.815,35,-2863
"530","B114772",10000,4603503,1315287,0,"23452","VIRGINIA BEACH","","810","VIRGINIA BEACH CITY","VA","VIRGINIA","","","US",36.837613,-76.135962,2,"1","FIRE","4","ATC",0,1,"9999","5.81300020217896","5.37308662192749","0","0.100000001490116","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",146.093286706307,74.815,35,-10000
"533","B114775",10000,4603503,1315287,0,"23462","VIRGINIA BEACH","","810","VIRGINIA BEACH CITY","VA","VIRGINIA","","","US",36.814007,-76.102545,2,"1","FIRE","4","ATC",0,1,"9999","9.07499980926514","6.46353480719693","0","0.100000001490116","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",143.85733470414,74.815,35,-10000
"534","B114779",10000,4603503,1315287,0,"23456","VIRGINIA BEACH","","810","VIRGINIA BEACH CITY","VA","VIRGINIA","","","US",36.791488,-76.121381,2,"1","FIRE","4","ATC",0,1,"9999","10.0349998474121","8.14823156954623","0","0.100000001490116","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",142.847907489355,74.815,35,-10000
"535","A1147872",2715,487715,357100,1000,"71203","MONROE","","073","OUACHITA PARISH","LA","LOUISIANA","","","US",32.537451,-92.03828,2,"1","RMS","2","ATC",1,1,"1955","75.5599975585938","187.002319335938","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",675.682364650092,103.59,35,-3715
"536","F114789",10000,4603503,1315287,0,"19031","FLOURTOWN","","091","MONTGOMERY COUNTY","PA","PENNSYLVANIA","","37980","US",40.11122,-75.21386,2,"1","FIRE","4","ATC",0,1,"9999","162.619995117188","33.3134384155273","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",349.739725710187,74.815,35,-10000
"538","D1148",2500,506385,328822,1250,"773381305","HUMBLE","","201","HARRIS COUNTY","TX","TEXAS","","","US",30.015895,-95.31711,2,"1","RMS","1","ATC",1,1,"9999","96.8499978780746","23.1258296966553","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",874.342987773541,109.345,35,-3750
"542","B114815",10000,4603503,1315287,0,"19003","ARDMORE","","091","MONTGOMERY COUNTY","PA","PENNSYLVANIA","","","US",40.00225938,-75.29610061,5,"1","FIRE","4","ATC",0,1,"9999","330.5235326","24.0846519862","0","0.1","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",343.554310819389,74.815,35,-10000
"543","A1148155",3867,451433,508556,1000,"60506","AURORA","","089","KANE COUNTY","IL","ILLINOIS","","","US",41.76029,-88.371718,2,"1","RMS","1","ATC",1,1,"1994","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",780.467566201341,74.815,35,-4867
"545","A1148170",1560,464138,205185,2500,"60436","JOLIET","","197","WILL COUNTY","IL","ILLINOIS","","","US",41.515391,-88.092627,2,"1","RMS","1","ATC",1,1,"1940","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",758.218882669163,74.815,35,-4060
"546","A1148172",2710,546673,356443,1000,"06770","NAUGATUCK","","009","NEW HAVEN COUNTY","CT","CONNECTICUT","","35300","US",41.51081,-73.032,2,"1","RMS","1","ATC",1,1,"1973","490.089996337891","16.7237606048584","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",426.45045985585,74.815,35,-3710
"548","A1148212",1780,547107,234121,1000,"72110","MORRILTON","","029","CONWAY COUNTY","AR","ARKANSAS","","","US",35.151207,-92.746998,2,"1","RMS","2","ATC",1,1,"1942","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",738.253286522421,103.59,35,-2780
"550","A1148341",530,146391,69710,2500,"35228","BIRMINGHAM","","073","JEFFERSON COUNTY","AL","ALABAMA","","","US",33.472876,-86.894394,2,"1","RMS","1","ATC",1,1,"1950","669.710021972656","196.476547241211","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",385.754964451,103.59,35,-3030
"554","F114844",10000,4603503,1315287,0,"01853","LOWELL","","017","MIDDLESEX COUNTY","MA","MASSACHUSETTS","","14460","US",42.65172,-71.30014,2,"1","FIRE","3","ATC",0,1,"9999","85.3000030517578","24.2091197967529","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",503.116380306509,74.815,35,-10000
"556","F114848",10000,4603503,1315287,0,"01821","BILLERICA","","017","MIDDLESEX COUNTY","MA","MASSACHUSETTS","","","US",42.537889,-71.243192,2,"1","FIRE","4","ATC",0,1,"9999","168.910003662109","14.222559928894","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",495.507038013,74.815,35,-10000
"558","A1148505",4820,809085,633968,1000,"23824","BLACKSTONE","","135","NOTTOWAY COUNTY","VA","VIRGINIA","","","US",37.06985,-78.03206,2,"1","RMS","2","ATC",1,1,"2003","419.450012207031","76.3482666015625","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",222.418581371028,74.815,35,-5820
"559","F114851",10000,4603503,1315287,0,"02135","BRIGHTON","","025","SUFFOLK COUNTY","MA","MASSACHUSETTS","","14460","US",42.35889,-71.15524,2,"1","FIRE","2","ATC",0,1,"9999","15.7819995880127","5.93747746797248","0","0.100000001490116","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",483.591454516439,74.815,35,-10000
"560","A1148513",280,72762,36828,1000,"63801","SIKESTON","","201","SCOTT COUNTY","MO","MISSOURI","","","US",36.862963,-89.609058,2,"1","RMS","1","ATC",1,1,"1979","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",618.723030121912,103.59,35,-1280
"561","F114857",20000,7891720,2630573,0,"78704","AUSTIN","","453","TRAVIS COUNTY","TX","TEXAS","","12420","US",30.26052,-97.75788,2,"1","FIRE","2","ATC",0,1,"9999","573.200012207031","125.106826782227","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1018.71533829237,109.345,35,-20000
"566","A1148713",550,131068,72341,500,"30813","GROVETOWN","","073","COLUMBIA COUNTY","GA","GEORGIA","","","US",33.451146,-82.192754,2,"1","RMS","1","ATC",1,1,"1955","446.739990234375","109.069862365723","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",140.661017247376,103.59,35,-1050
"567","F114877",250,3946,1315,0,"78704","AUSTIN","","453","TRAVIS COUNTY","TX","TEXAS","","","US",30.251124,-97.763871,2,"1","FIRE","0","ATC",0,1,"9999","573.200012207031","125.106826782227","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1019.11896342095,109.345,35,-250
"568","A1148772",1500,315669,197293,1000,"19026","DREXEL HILL","","045","DELAWARE COUNTY","PA","PENNSYLVANIA","","","US",39.949678,-75.324267,2,"1","RMS","2","ATC",1,1,"1950","168.589996337891","18.7231407165527","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",340.445921767622,74.815,35,-2500
"571","F119812",10000,1185073,526115,0,"30253","MCDONOUGH","","151","HENRY COUNTY","GA","GEORGIA","","","US",33.45272,-84.167241,2,"1","FIRE","3","NAICS",4413,1,"2006","850.780029296875","208.371597290039","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",235.903464740833,103.59,35,-10000
"572","A1198356",900,187034,118376,500,"23868","LAWRENCEVILLE","","025","BRUNSWICK COUNTY","VA","VIRGINIA","","","US",36.76114,-77.86032,2,"1","RMS","2","ATC",1,1,"1950","261.029998779297","68.7279205322266","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",199.437760599959,74.815,35,-1400
"573","A1198418",1400,505859,184140,1000,"60153","MAYWOOD","","031","COOK COUNTY","IL","ILLINOIS","","","US",41.879406,-87.841647,2,"1","RMS","1","ATC",1,1,"1900","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",767.093887793995,74.815,35,-2400
"576","F119848",10400,1632269,547159,0,"75860","TEAGUE","","161","FREESTONE COUNTY","TX","TEXAS","","","US",31.63616,-96.27052,2,"1","FIRE","3","NAICS",4413,1,"9999","498.200012207031","147.129028320313","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",926.650067377895,103.59,35,-10400
"577","A1198526",250,85494,32882,1000,"39090","KOSCIUSKO","","007","ATTALA COUNTY","MS","MISSISSIPPI",""," ","US",33.06911,-89.56113,2,"1","RMS","1","ATC",1,1,"1950","438.600006103516","184.475494384766","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",533.493844027167,103.59,35,-1250
"578","B119853",9625,1384427,506385,0,"75080","RICHARDSON","","113","DALLAS COUNTY","TX","TEXAS","","","US",32.960981,-96.73564,2,"1","FIRE","2","NAICS",4413,1,"9999","615.169982910156","240.333023071289","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",948.95075152696,103.59,35,-9625
"580","B11986",12626,664283,664282,0,"19454","NORTH WALES","","091","MONTGOMERY COUNTY","PA","PENNSYLVANIA","","37980","US",40.20862,-75.27228,2,"1","RMS","2","NAICS",813910,3,"9999","396.540008544922","38.5367088317871","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",357.032769657094,74.815,35,-12626
"581","B119863",16979,1708747,893274,0,"33617","TAMPA","","057","HILLSBOROUGH COUNTY","FL","FLORIDA","","","US",28.01316,-82.375384,2,"1","FIRE","3","NAICS",4413,1,"9999","33.9249992370605","5.26343400935122","0","0.100000001490116","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",145.534545615229,120.855,35,-16979
"583","B119880",10065,1071410,529512,0,"29161","TIMMONSVILLE","","041","FLORENCE COUNTY","SC","SOUTH CAROLINA","","","US",34.119519,-79.959532,2,"1","FIRE","3","NAICS",4413,1,"9999","149.270004272461","67.493408203125","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",83.9031251157111,74.815,35,-10065
"584","A1198845",750,205514,98646,1000,"19140","PHILADELPHIA","","101","PHILADELPHIA COUNTY","PA","PENNSYLVANIA","","","US",40.022535,-75.153681,2,"1","RMS","2","ATC",1,1,"1945","130.070007324219","28.947790145874","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",343.014561733016,74.815,35,-1750
"585","F119887",3000,394586,394586,0,"34997","STUART","","085","MARTIN COUNTY","FL","FLORIDA","","","US",27.124423,-80.192527,2,"1","RMS","45","ATC",5,1,"9999","16.8899993896484","1.33418220622207","0","0.100000001490116","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",61.1462770170746,132.365,35,-3000
"586","A1198885",800,246222,105223,1000,"18102","ALLENTOWN","","077","LEHIGH COUNTY","PA","PENNSYLVANIA","","","US",40.609115,-75.466895,2,"1","RMS","2","ATC",1,1,"1900","283.769989013672","63.5363998413086","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",386.437011083106,74.815,35,-1800
"587","B119900",250,36433,9865,0,"02780","TAUNTON","","005","BRISTOL COUNTY","MA","MASSACHUSETTS","","","US",41.923309,-71.121591,2,"1","FIRE","1","NAICS",4413,1,"9999","76.8000030517578","13.9224395751953","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",453.798484172772,74.815,35,-250
